,character,rating
5028,Obi Wan Kenobi,Very favorably
5029,Obi Wan Kenobi,Very favorably
5031,Obi Wan Kenobi,Somewhat favorably
5033,Obi Wan Kenobi,Very favorably
5034,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5035,Obi Wan Kenobi,Very favorably
5038,Obi Wan Kenobi,Somewhat favorably
5041,Obi Wan Kenobi,Very favorably
5042,Obi Wan Kenobi,Very favorably
5043,Obi Wan Kenobi,Unfamiliar (N/A)
5045,Obi Wan Kenobi,Very favorably
5046,Obi Wan Kenobi,Very favorably
5048,Obi Wan Kenobi,Somewhat favorably
5049,Obi Wan Kenobi,Very unfavorably
5051,Obi Wan Kenobi,Very favorably
5052,Obi Wan Kenobi,Very favorably
5053,Obi Wan Kenobi,Very favorably
5054,Obi Wan Kenobi,Very favorably
5055,Obi Wan Kenobi,Very favorably
5057,Obi Wan Kenobi,Somewhat favorably
5059,Obi Wan Kenobi,Very favorably
5060,Obi Wan Kenobi,Very favorably
5062,Obi Wan Kenobi,Somewhat favorably
5064,Obi Wan Kenobi,Very favorably
5067,Obi Wan Kenobi,Unfamiliar (N/A)
5069,Obi Wan Kenobi,Unfamiliar (N/A)
5071,Obi Wan Kenobi,Very favorably
5072,Obi Wan Kenobi,Very favorably
5073,Obi Wan Kenobi,Very favorably
5074,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5075,Obi Wan Kenobi,Very favorably
5076,Obi Wan Kenobi,Very favorably
5077,Obi Wan Kenobi,Somewhat favorably
5078,Obi Wan Kenobi,Very favorably
5079,Obi Wan Kenobi,Very favorably
5080,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5082,Obi Wan Kenobi,Very favorably
5083,Obi Wan Kenobi,Very favorably
5084,Obi Wan Kenobi,Very favorably
5085,Obi Wan Kenobi,Very favorably
5086,Obi Wan Kenobi,Somewhat favorably
5089,Obi Wan Kenobi,Very favorably
5090,Obi Wan Kenobi,Very favorably
5091,Obi Wan Kenobi,Somewhat favorably
5092,Obi Wan Kenobi,Somewhat favorably
5093,Obi Wan Kenobi,Very favorably
5094,Obi Wan Kenobi,Very favorably
5095,Obi Wan Kenobi,Very favorably
5098,Obi Wan Kenobi,Very favorably
5100,Obi Wan Kenobi,Very favorably
5101,Obi Wan Kenobi,Somewhat favorably
5103,Obi Wan Kenobi,Very favorably
5104,Obi Wan Kenobi,Very favorably
5106,Obi Wan Kenobi,Very favorably
5108,Obi Wan Kenobi,Somewhat favorably
5109,Obi Wan Kenobi,Very unfavorably
5110,Obi Wan Kenobi,Somewhat favorably
5112,Obi Wan Kenobi,Very favorably
5113,Obi Wan Kenobi,Somewhat favorably
5114,Obi Wan Kenobi,Somewhat favorably
5116,Obi Wan Kenobi,Very favorably
5117,Obi Wan Kenobi,Very favorably
5118,Obi Wan Kenobi,Somewhat favorably
5119,Obi Wan Kenobi,Very favorably
5120,Obi Wan Kenobi,Very favorably
5125,Obi Wan Kenobi,Very favorably
5126,Obi Wan Kenobi,Very favorably
5127,Obi Wan Kenobi,Very favorably
5128,Obi Wan Kenobi,Very favorably
5132,Obi Wan Kenobi,Very favorably
5133,Obi Wan Kenobi,Very favorably
5135,Obi Wan Kenobi,Very favorably
5136,Obi Wan Kenobi,Very favorably
5137,Obi Wan Kenobi,Somewhat favorably
5140,Obi Wan Kenobi,Somewhat favorably
5141,Obi Wan Kenobi,Very favorably
5143,Obi Wan Kenobi,Very favorably
5144,Obi Wan Kenobi,Very favorably
5146,Obi Wan Kenobi,Very favorably
5147,Obi Wan Kenobi,Very favorably
5148,Obi Wan Kenobi,Very favorably
5149,Obi Wan Kenobi,Somewhat favorably
5150,Obi Wan Kenobi,Very favorably
5153,Obi Wan Kenobi,Very favorably
5155,Obi Wan Kenobi,Very favorably
5156,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5158,Obi Wan Kenobi,Somewhat unfavorably
5159,Obi Wan Kenobi,Very favorably
5160,Obi Wan Kenobi,Very favorably
5162,Obi Wan Kenobi,Very favorably
5163,Obi Wan Kenobi,Very favorably
5166,Obi Wan Kenobi,Very favorably
5167,Obi Wan Kenobi,Very favorably
5168,Obi Wan Kenobi,Very favorably
5169,Obi Wan Kenobi,Very favorably
5170,Obi Wan Kenobi,Very favorably
5172,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5174,Obi Wan Kenobi,Very favorably
5175,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5176,Obi Wan Kenobi,Somewhat favorably
5177,Obi Wan Kenobi,Very favorably
5178,Obi Wan Kenobi,Very favorably
5179,Obi Wan Kenobi,Very favorably
5180,Obi Wan Kenobi,Very favorably
5181,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5182,Obi Wan Kenobi,Very favorably
5183,Obi Wan Kenobi,Somewhat favorably
5184,Obi Wan Kenobi,Very favorably
5185,Obi Wan Kenobi,Very favorably
5186,Obi Wan Kenobi,Very favorably
5188,Obi Wan Kenobi,Very favorably
5189,Obi Wan Kenobi,Very favorably
5192,Obi Wan Kenobi,Very favorably
5193,Obi Wan Kenobi,Very favorably
5196,Obi Wan Kenobi,Very favorably
5198,Obi Wan Kenobi,Somewhat favorably
5199,Obi Wan Kenobi,Very favorably
5201,Obi Wan Kenobi,Somewhat favorably
5202,Obi Wan Kenobi,Very favorably
5204,Obi Wan Kenobi,Very favorably
5205,Obi Wan Kenobi,Very favorably
5206,Obi Wan Kenobi,Somewhat favorably
5207,Obi Wan Kenobi,Very favorably
5208,Obi Wan Kenobi,Very favorably
5209,Obi Wan Kenobi,Somewhat favorably
5210,Obi Wan Kenobi,Very favorably
5211,Obi Wan Kenobi,Somewhat favorably
5212,Obi Wan Kenobi,Somewhat favorably
5213,Obi Wan Kenobi,Very favorably
5215,Obi Wan Kenobi,Very favorably
5216,Obi Wan Kenobi,Somewhat favorably
5217,Obi Wan Kenobi,Very favorably
5219,Obi Wan Kenobi,Somewhat favorably
5220,Obi Wan Kenobi,Very favorably
5221,Obi Wan Kenobi,Very favorably
5222,Obi Wan Kenobi,Somewhat favorably
5223,Obi Wan Kenobi,Very favorably
5225,Obi Wan Kenobi,Very favorably
5227,Obi Wan Kenobi,Very favorably
5228,Obi Wan Kenobi,Very favorably
5229,Obi Wan Kenobi,Somewhat favorably
5230,Obi Wan Kenobi,Very favorably
5233,Obi Wan Kenobi,Somewhat favorably
5234,Obi Wan Kenobi,Very favorably
5235,Obi Wan Kenobi,Very favorably
5237,Obi Wan Kenobi,Very favorably
5238,Obi Wan Kenobi,Somewhat unfavorably
5239,Obi Wan Kenobi,Very favorably
5241,Obi Wan Kenobi,Very favorably
5242,Obi Wan Kenobi,Somewhat favorably
5243,Obi Wan Kenobi,Very favorably
5244,Obi Wan Kenobi,Very favorably
5245,Obi Wan Kenobi,Very favorably
5247,Obi Wan Kenobi,Very favorably
5248,Obi Wan Kenobi,Very favorably
5249,Obi Wan Kenobi,Very favorably
5250,Obi Wan Kenobi,Very favorably
5251,Obi Wan Kenobi,Very favorably
5252,Obi Wan Kenobi,Unfamiliar (N/A)
5253,Obi Wan Kenobi,Somewhat favorably
5257,Obi Wan Kenobi,Very favorably
5258,Obi Wan Kenobi,Very favorably
5261,Obi Wan Kenobi,Somewhat favorably
5262,Obi Wan Kenobi,Very favorably
5263,Obi Wan Kenobi,Very favorably
5264,Obi Wan Kenobi,Very favorably
5265,Obi Wan Kenobi,Very favorably
5266,Obi Wan Kenobi,Very favorably
5267,Obi Wan Kenobi,Very favorably
5268,Obi Wan Kenobi,Very favorably
5271,Obi Wan Kenobi,Unfamiliar (N/A)
5272,Obi Wan Kenobi,Somewhat favorably
5273,Obi Wan Kenobi,Very favorably
5274,Obi Wan Kenobi,Very favorably
5275,Obi Wan Kenobi,Very favorably
5276,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5277,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5278,Obi Wan Kenobi,Very favorably
5279,Obi Wan Kenobi,Very favorably
5281,Obi Wan Kenobi,Very favorably
5282,Obi Wan Kenobi,Very favorably
5285,Obi Wan Kenobi,Very favorably
5286,Obi Wan Kenobi,Unfamiliar (N/A)
5289,Obi Wan Kenobi,Very favorably
5292,Obi Wan Kenobi,Very favorably
5293,Obi Wan Kenobi,Very favorably
5295,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5296,Obi Wan Kenobi,Very favorably
5298,Obi Wan Kenobi,Very favorably
5299,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5300,Obi Wan Kenobi,Very favorably
5304,Obi Wan Kenobi,Very favorably
5305,Obi Wan Kenobi,Very favorably
5307,Obi Wan Kenobi,Very favorably
5308,Obi Wan Kenobi,Very favorably
5309,Obi Wan Kenobi,Very favorably
5310,Obi Wan Kenobi,Very favorably
5311,Obi Wan Kenobi,Very favorably
5312,Obi Wan Kenobi,Very favorably
5313,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5314,Obi Wan Kenobi,Very favorably
5315,Obi Wan Kenobi,Very favorably
5316,Obi Wan Kenobi,Very favorably
5318,Obi Wan Kenobi,Very favorably
5319,Obi Wan Kenobi,Very favorably
5320,Obi Wan Kenobi,Unfamiliar (N/A)
5325,Obi Wan Kenobi,Very favorably
5328,Obi Wan Kenobi,Very favorably
5329,Obi Wan Kenobi,Very favorably
5330,Obi Wan Kenobi,Unfamiliar (N/A)
5334,Obi Wan Kenobi,Very favorably
5335,Obi Wan Kenobi,Very favorably
5336,Obi Wan Kenobi,Somewhat favorably
5337,Obi Wan Kenobi,Very favorably
5338,Obi Wan Kenobi,Very favorably
5339,Obi Wan Kenobi,Very favorably
5340,Obi Wan Kenobi,Somewhat favorably
5342,Obi Wan Kenobi,Very favorably
5344,Obi Wan Kenobi,Very favorably
5345,Obi Wan Kenobi,Very favorably
5347,Obi Wan Kenobi,Very favorably
5348,Obi Wan Kenobi,Very favorably
5350,Obi Wan Kenobi,Very favorably
5351,Obi Wan Kenobi,Very favorably
5352,Obi Wan Kenobi,Very favorably
5353,Obi Wan Kenobi,Somewhat favorably
5354,Obi Wan Kenobi,Very favorably
5364,Obi Wan Kenobi,Very favorably
5365,Obi Wan Kenobi,Somewhat favorably
5366,Obi Wan Kenobi,Somewhat favorably
5367,Obi Wan Kenobi,Somewhat favorably
5369,Obi Wan Kenobi,Very favorably
5370,Obi Wan Kenobi,Very favorably
5371,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5374,Obi Wan Kenobi,Somewhat favorably
5375,Obi Wan Kenobi,Very favorably
5376,Obi Wan Kenobi,Very favorably
5378,Obi Wan Kenobi,Very favorably
5379,Obi Wan Kenobi,Very favorably
5380,Obi Wan Kenobi,Very favorably
5381,Obi Wan Kenobi,Very favorably
5382,Obi Wan Kenobi,Unfamiliar (N/A)
5383,Obi Wan Kenobi,Somewhat favorably
5384,Obi Wan Kenobi,Very favorably
5385,Obi Wan Kenobi,Very favorably
5386,Obi Wan Kenobi,Very favorably
5387,Obi Wan Kenobi,Unfamiliar (N/A)
5389,Obi Wan Kenobi,Very favorably
5393,Obi Wan Kenobi,Very favorably
5394,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5396,Obi Wan Kenobi,Somewhat unfavorably
5397,Obi Wan Kenobi,Somewhat favorably
5398,Obi Wan Kenobi,Very favorably
5399,Obi Wan Kenobi,Very favorably
5400,Obi Wan Kenobi,Very favorably
5401,Obi Wan Kenobi,Very favorably
5402,Obi Wan Kenobi,Very favorably
5403,Obi Wan Kenobi,Very favorably
5406,Obi Wan Kenobi,Very favorably
5408,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5409,Obi Wan Kenobi,Very favorably
5410,Obi Wan Kenobi,Very favorably
5411,Obi Wan Kenobi,Very favorably
5414,Obi Wan Kenobi,Somewhat favorably
5415,Obi Wan Kenobi,Very favorably
5417,Obi Wan Kenobi,Very favorably
5419,Obi Wan Kenobi,Very favorably
5420,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5421,Obi Wan Kenobi,Very favorably
5422,Obi Wan Kenobi,Very favorably
5423,Obi Wan Kenobi,Very favorably
5424,Obi Wan Kenobi,Very favorably
5425,Obi Wan Kenobi,Very favorably
5427,Obi Wan Kenobi,Unfamiliar (N/A)
5428,Obi Wan Kenobi,Very favorably
5429,Obi Wan Kenobi,Very favorably
5430,Obi Wan Kenobi,Somewhat favorably
5431,Obi Wan Kenobi,Very favorably
5433,Obi Wan Kenobi,Somewhat favorably
5434,Obi Wan Kenobi,Very favorably
5435,Obi Wan Kenobi,Very favorably
5436,Obi Wan Kenobi,Unfamiliar (N/A)
5437,Obi Wan Kenobi,Very favorably
5438,Obi Wan Kenobi,Very favorably
5439,Obi Wan Kenobi,Very favorably
5440,Obi Wan Kenobi,Somewhat favorably
5442,Obi Wan Kenobi,Very favorably
5444,Obi Wan Kenobi,Very favorably
5445,Obi Wan Kenobi,Somewhat favorably
5446,Obi Wan Kenobi,Somewhat favorably
5447,Obi Wan Kenobi,Somewhat favorably
5448,Obi Wan Kenobi,Somewhat favorably
5449,Obi Wan Kenobi,Very favorably
5450,Obi Wan Kenobi,Very favorably
5455,Obi Wan Kenobi,Somewhat favorably
5456,Obi Wan Kenobi,Very favorably
5457,Obi Wan Kenobi,Very favorably
5458,Obi Wan Kenobi,Very favorably
5459,Obi Wan Kenobi,Very favorably
5460,Obi Wan Kenobi,Somewhat favorably
5461,Obi Wan Kenobi,Somewhat favorably
5462,Obi Wan Kenobi,Very favorably
5463,Obi Wan Kenobi,Very favorably
5465,Obi Wan Kenobi,Very favorably
5466,Obi Wan Kenobi,Very favorably
5468,Obi Wan Kenobi,Somewhat favorably
5469,Obi Wan Kenobi,Very favorably
5470,Obi Wan Kenobi,Very favorably
5472,Obi Wan Kenobi,Very favorably
5473,Obi Wan Kenobi,Very favorably
5475,Obi Wan Kenobi,Very favorably
5476,Obi Wan Kenobi,Very favorably
5477,Obi Wan Kenobi,Very favorably
5479,Obi Wan Kenobi,Very favorably
5483,Obi Wan Kenobi,Very favorably
5484,Obi Wan Kenobi,Very favorably
5485,Obi Wan Kenobi,Very favorably
5486,Obi Wan Kenobi,Very favorably
5487,Obi Wan Kenobi,Very favorably
5488,Obi Wan Kenobi,Very favorably
5489,Obi Wan Kenobi,Very favorably
5494,Obi Wan Kenobi,Very favorably
5495,Obi Wan Kenobi,Very favorably
5496,Obi Wan Kenobi,Very favorably
5497,Obi Wan Kenobi,Very favorably
5498,Obi Wan Kenobi,Very favorably
5499,Obi Wan Kenobi,Very favorably
5500,Obi Wan Kenobi,Very favorably
5501,Obi Wan Kenobi,Somewhat favorably
5505,Obi Wan Kenobi,Very favorably
5506,Obi Wan Kenobi,Very favorably
5507,Obi Wan Kenobi,Very favorably
5510,Obi Wan Kenobi,Somewhat favorably
5511,Obi Wan Kenobi,Very favorably
5512,Obi Wan Kenobi,Very favorably
5514,Obi Wan Kenobi,Somewhat favorably
5515,Obi Wan Kenobi,Somewhat favorably
5517,Obi Wan Kenobi,Very favorably
5518,Obi Wan Kenobi,Very favorably
5519,Obi Wan Kenobi,Somewhat favorably
5520,Obi Wan Kenobi,Very favorably
5521,Obi Wan Kenobi,Very favorably
5522,Obi Wan Kenobi,Very favorably
5523,Obi Wan Kenobi,Very unfavorably
5524,Obi Wan Kenobi,Very favorably
5525,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5527,Obi Wan Kenobi,Very favorably
5529,Obi Wan Kenobi,Very favorably
5531,Obi Wan Kenobi,Very favorably
5532,Obi Wan Kenobi,Very favorably
5533,Obi Wan Kenobi,Very favorably
5534,Obi Wan Kenobi,Very favorably
5535,Obi Wan Kenobi,Very favorably
5537,Obi Wan Kenobi,Somewhat favorably
5538,Obi Wan Kenobi,Very favorably
5541,Obi Wan Kenobi,Very favorably
5542,Obi Wan Kenobi,Very favorably
5543,Obi Wan Kenobi,Very favorably
5544,Obi Wan Kenobi,Somewhat favorably
5546,Obi Wan Kenobi,Very favorably
5547,Obi Wan Kenobi,Very favorably
5549,Obi Wan Kenobi,Somewhat favorably
5553,Obi Wan Kenobi,Very favorably
5554,Obi Wan Kenobi,Very favorably
5555,Obi Wan Kenobi,Somewhat favorably
5557,Obi Wan Kenobi,Very favorably
5558,Obi Wan Kenobi,Very favorably
5559,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5563,Obi Wan Kenobi,Very favorably
5564,Obi Wan Kenobi,Very favorably
5565,Obi Wan Kenobi,Somewhat favorably
5571,Obi Wan Kenobi,Somewhat favorably
5572,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5573,Obi Wan Kenobi,Very favorably
5575,Obi Wan Kenobi,Very favorably
5576,Obi Wan Kenobi,Somewhat unfavorably
5577,Obi Wan Kenobi,Very favorably
5578,Obi Wan Kenobi,Very favorably
5579,Obi Wan Kenobi,Very unfavorably
5580,Obi Wan Kenobi,Very favorably
5581,Obi Wan Kenobi,Very favorably
5583,Obi Wan Kenobi,Very favorably
5584,Obi Wan Kenobi,Very favorably
5587,Obi Wan Kenobi,Very favorably
5590,Obi Wan Kenobi,Very favorably
5591,Obi Wan Kenobi,Very favorably
5592,Obi Wan Kenobi,Very favorably
5593,Obi Wan Kenobi,Very favorably
5594,Obi Wan Kenobi,Somewhat favorably
5595,Obi Wan Kenobi,Somewhat favorably
5596,Obi Wan Kenobi,Somewhat favorably
5597,Obi Wan Kenobi,Very favorably
5598,Obi Wan Kenobi,Very favorably
5599,Obi Wan Kenobi,Very favorably
5600,Obi Wan Kenobi,Very favorably
5602,Obi Wan Kenobi,Very favorably
5603,Obi Wan Kenobi,Somewhat favorably
5605,Obi Wan Kenobi,Somewhat favorably
5606,Obi Wan Kenobi,Very favorably
5607,Obi Wan Kenobi,Somewhat favorably
5609,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5611,Obi Wan Kenobi,Very favorably
5612,Obi Wan Kenobi,Very favorably
5613,Obi Wan Kenobi,Very favorably
5614,Obi Wan Kenobi,Very favorably
5615,Obi Wan Kenobi,Very favorably
5618,Obi Wan Kenobi,Very favorably
5619,Obi Wan Kenobi,Very favorably
5621,Obi Wan Kenobi,Very favorably
5623,Obi Wan Kenobi,Very favorably
5624,Obi Wan Kenobi,Very favorably
5626,Obi Wan Kenobi,Very favorably
5627,Obi Wan Kenobi,Very favorably
5629,Obi Wan Kenobi,Somewhat favorably
5631,Obi Wan Kenobi,Very favorably
5632,Obi Wan Kenobi,Somewhat favorably
5633,Obi Wan Kenobi,Somewhat favorably
5635,Obi Wan Kenobi,Very favorably
5636,Obi Wan Kenobi,Very favorably
5637,Obi Wan Kenobi,Very favorably
5639,Obi Wan Kenobi,Very favorably
5640,Obi Wan Kenobi,Very favorably
5641,Obi Wan Kenobi,Very favorably
5642,Obi Wan Kenobi,Very favorably
5645,Obi Wan Kenobi,Very favorably
5647,Obi Wan Kenobi,Very favorably
5648,Obi Wan Kenobi,Very favorably
5649,Obi Wan Kenobi,Very favorably
5650,Obi Wan Kenobi,Very favorably
5651,Obi Wan Kenobi,Unfamiliar (N/A)
5652,Obi Wan Kenobi,Somewhat favorably
5653,Obi Wan Kenobi,Very favorably
5654,Obi Wan Kenobi,Very favorably
5655,Obi Wan Kenobi,Very favorably
5656,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5658,Obi Wan Kenobi,Very favorably
5659,Obi Wan Kenobi,Very favorably
5660,Obi Wan Kenobi,Somewhat favorably
5661,Obi Wan Kenobi,Very favorably
5662,Obi Wan Kenobi,Very favorably
5663,Obi Wan Kenobi,Very favorably
5664,Obi Wan Kenobi,Very favorably
5668,Obi Wan Kenobi,Somewhat favorably
5669,Obi Wan Kenobi,Unfamiliar (N/A)
5670,Obi Wan Kenobi,Very favorably
5672,Obi Wan Kenobi,Very favorably
5679,Obi Wan Kenobi,Very favorably
5681,Obi Wan Kenobi,Very favorably
5682,Obi Wan Kenobi,Very favorably
5684,Obi Wan Kenobi,Somewhat favorably
5685,Obi Wan Kenobi,Very favorably
5688,Obi Wan Kenobi,Very favorably
5690,Obi Wan Kenobi,Somewhat favorably
5691,Obi Wan Kenobi,Somewhat unfavorably
5692,Obi Wan Kenobi,Somewhat unfavorably
5693,Obi Wan Kenobi,Somewhat favorably
5694,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5695,Obi Wan Kenobi,Very favorably
5696,Obi Wan Kenobi,Somewhat favorably
5697,Obi Wan Kenobi,Very favorably
5698,Obi Wan Kenobi,Very favorably
5700,Obi Wan Kenobi,Very favorably
5701,Obi Wan Kenobi,Very favorably
5704,Obi Wan Kenobi,Very favorably
5705,Obi Wan Kenobi,Very favorably
5706,Obi Wan Kenobi,Very favorably
5707,Obi Wan Kenobi,Somewhat favorably
5708,Obi Wan Kenobi,Very favorably
5709,Obi Wan Kenobi,Very favorably
5710,Obi Wan Kenobi,Very favorably
5711,Obi Wan Kenobi,Very favorably
5712,Obi Wan Kenobi,Very favorably
5714,Obi Wan Kenobi,Very favorably
5715,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5716,Obi Wan Kenobi,Somewhat favorably
5717,Obi Wan Kenobi,Very favorably
5718,Obi Wan Kenobi,Somewhat favorably
5719,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5720,Obi Wan Kenobi,Very favorably
5721,Obi Wan Kenobi,Very favorably
5722,Obi Wan Kenobi,Very favorably
5723,Obi Wan Kenobi,Very favorably
5724,Obi Wan Kenobi,Very favorably
5727,Obi Wan Kenobi,Very favorably
5728,Obi Wan Kenobi,Very favorably
5731,Obi Wan Kenobi,Very favorably
5733,Obi Wan Kenobi,Very favorably
5734,Obi Wan Kenobi,Very favorably
5736,Obi Wan Kenobi,Very favorably
5738,Obi Wan Kenobi,Very favorably
5739,Obi Wan Kenobi,Very favorably
5740,Obi Wan Kenobi,Very favorably
5741,Obi Wan Kenobi,Very favorably
5742,Obi Wan Kenobi,Very favorably
5744,Obi Wan Kenobi,Very favorably
5745,Obi Wan Kenobi,Very favorably
5746,Obi Wan Kenobi,Very favorably
5747,Obi Wan Kenobi,Very favorably
5749,Obi Wan Kenobi,Somewhat favorably
5754,Obi Wan Kenobi,Very favorably
5755,Obi Wan Kenobi,Very favorably
5756,Obi Wan Kenobi,Somewhat favorably
5758,Obi Wan Kenobi,Somewhat favorably
5760,Obi Wan Kenobi,Somewhat favorably
5761,Obi Wan Kenobi,Very favorably
5763,Obi Wan Kenobi,Very favorably
5764,Obi Wan Kenobi,Very favorably
5765,Obi Wan Kenobi,Very favorably
5766,Obi Wan Kenobi,Very favorably
5770,Obi Wan Kenobi,Very favorably
5772,Obi Wan Kenobi,Very favorably
5774,Obi Wan Kenobi,Very favorably
5776,Obi Wan Kenobi,Somewhat favorably
5777,Obi Wan Kenobi,Very favorably
5779,Obi Wan Kenobi,Very favorably
5780,Obi Wan Kenobi,Very favorably
5781,Obi Wan Kenobi,Very favorably
5783,Obi Wan Kenobi,Very favorably
5784,Obi Wan Kenobi,Somewhat favorably
5785,Obi Wan Kenobi,Very favorably
5786,Obi Wan Kenobi,Neither favorably nor unfavorably (neutral)
5788,Obi Wan Kenobi,Very favorably
5790,Obi Wan Kenobi,Somewhat favorably
5791,Obi Wan Kenobi,Very favorably
5792,Obi Wan Kenobi,Very favorably
5794,Obi Wan Kenobi,Very favorably
